Date,Hour,HOEP,Market Demand,Ontario Demand
3/10/2018,16,14.37,17066,14948
3/10/2018,17,20.95,17410,15432
3/10/2018,18,20.31,18122,16155
3/10/2018,19,90.35,19114,16897
3/10/2018,20,55.54,19077,16875
3/10/2018,21,29.77,18587,16561
3/10/2018,22,13.36,17719,15980
3/10/2018,23,17.77,17633,15444
3/10/2018,24,16.98,17052,14552
3/11/2018,1,13.33,16348,13972
3/11/2018,2,13.34,16224,13640
3/11/2018,3,13.33,15951,13441
3/11/2018,4,13.34,16006,13405
3/11/2018,5,13.36,16154,13584
3/11/2018,6,15.81,16287,13823
3/11/2018,7,24.7,16410,14066
3/11/2018,8,54.52,16708,14426
3/11/2018,9,28.72,16649,14669
3/11/2018,10,5.87,16488,14670
3/11/2018,11,12.71,16256,14525
3/11/2018,12,4.25,16536,14572
3/11/2018,13,12.09,16787,14476
3/11/2018,14,6.52,16796,14331
3/11/2018,15,8.99,16845,14405
3/11/2018,16,10.2,16831,14731
3/11/2018,17,23.03,17179,15239
3/11/2018,18,28.84,17242,15709
3/11/2018,19,38.26,18008,16540
3/11/2018,20,25.1,18223,16826
3/11/2018,21,38.88,17905,16430
3/11/2018,22,30.04,17144,15748
3/11/2018,23,23.93,16626,14847
3/11/2018,24,22.47,16313,14247
3/12/2018,1,21.25,15591,13754
3/12/2018,2,18.37,15670,13680
3/12/2018,3,14.36,15639,13519
3/12/2018,4,14.35,16022,13693
3/12/2018,5,26.03,16236,14295
3/12/2018,6,34.87,17477,15408
3/12/2018,7,36.68,18711,16779
3/12/2018,8,35.54,18726,17196
3/12/2018,9,35.64,18707,17162
3/12/2018,10,35.26,18862,16968
3/12/2018,11,33.99,18653,16710
3/12/2018,12,33.02,18596,16647
3/12/2018,13,32.56,18547,16546
3/12/2018,14,34.94,18627,16545
3/12/2018,15,34.61,18690,16709
3/12/2018,16,34.95,18844,16959
3/12/2018,17,34.33,19041,17323
3/12/2018,18,34.18,19035,17497
3/12/2018,19,34.76,19826,18081
3/12/2018,20,34.4,19722,18006
3/12/2018,21,32.62,19113,17409
3/12/2018,22,31.6,17988,16452
3/12/2018,23,25.94,17132,15429
3/12/2018,24,18.2,16524,14657
3/13/2018,1,23.95,16544,14505
3/13/2018,2,22.49,16295,14026
3/13/2018,3,26.09,16488,13924
3/13/2018,4,34.35,16326,14027
3/13/2018,5,27.51,16963,14532
3/13/2018,6,34.32,18072,15622
3/13/2018,7,35.57,18680,16824
3/13/2018,8,34.13,18885,17132
3/13/2018,9,33.59,18873,17174
3/13/2018,10,30.55,18731,17019
3/13/2018,11,32.51,18511,16814
3/13/2018,12,18.46,18318,16544
3/13/2018,13,15.57,18037,16210
3/13/2018,14,12.22,17740,16051
3/13/2018,15,5.91,17843,16044
3/13/2018,16,14.35,17992,16198
3/13/2018,17,14.35,18488,16741
3/13/2018,18,11.57,18709,16976
3/13/2018,19,16.77,19181,17729
3/13/2018,20,26.25,19542,17899
3/13/2018,21,23.91,19108,17304
3/13/2018,22,12.87,18417,16396
3/13/2018,23,1.44,17345,15271
3/13/2018,24,2.55,16600,14433
3/14/2018,1,2.45,16378,14131
3/14/2018,2,0,16003,13655
3/14/2018,3,0,16360,13726
3/14/2018,4,0,16629,13849
3/14/2018,5,4.53,17043,14364
3/14/2018,6,13.78,18071,15469
3/14/2018,7,13.01,18452,16451
3/14/2018,8,24.67,18924,16873
3/14/2018,9,16.48,19063,16995
3/14/2018,10,28.16,19228,16972
3/14/2018,11,15.92,18630,16600
3/14/2018,12,14.33,18375,16283
3/14/2018,13,14.36,18279,16195
3/14/2018,14,14.36,18065,16102
3/14/2018,15,5.57,18165,16085
3/14/2018,16,19.53,18413,16280
3/14/2018,17,30.5,18796,16640
3/14/2018,18,32.62,18939,16858
3/14/2018,19,47.77,20044,17992
3/14/2018,20,35.67,19744,18131
3/14/2018,21,25.19,19172,17500
3/14/2018,22,10.91,18091,16287
3/14/2018,23,6.08,17216,15296
3/14/2018,24,12.92,16677,14557
3/15/2018,1,33.18,16647,14311
3/15/2018,2,32.45,16317,13838
3/15/2018,3,33.28,16325,13861
3/15/2018,4,33.42,16660,14152
3/15/2018,5,29.99,16994,14585
3/15/2018,6,25.19,17662,15635
3/15/2018,7,30.19,18383,16710
3/15/2018,8,27.92,18686,17108
3/15/2018,9,12.09,18456,16659
3/15/2018,10,8.39,17885,16139
3/15/2018,11,13.32,17784,15809
3/15/2018,12,30.78,18308,15817
3/15/2018,13,21.02,18123,15681
3/15/2018,14,13.34,17836,15549
3/15/2018,15,13.35,17620,15639
3/15/2018,16,17.1,17863,15968
3/15/2018,17,26.12,18045,16465
3/15/2018,18,21.65,18701,16898
3/15/2018,19,19.46,19225,17453
3/15/2018,20,12.1,19019,17617
3/15/2018,21,7.68,18942,17109
3/15/2018,22,2.43,18032,16170
3/15/2018,23,0.98,17224,15073
3/15/2018,24,6.24,16880,14463
3/16/2018,1,0,16485,13897
3/16/2018,2,0,16364,13682
3/16/2018,3,4.42,16388,13719
3/16/2018,4,4.56,16309,13847
3/16/2018,5,4.9,16677,14429
3/16/2018,6,6.82,17995,15655
3/16/2018,7,31.26,18889,16901
3/16/2018,8,26.58,19241,17296
3/16/2018,9,27.19,19187,17093
3/16/2018,10,20.75,18636,16609
3/16/2018,11,56.18,18169,16326
3/16/2018,12,53.79,17874,16089
3/16/2018,13,14.63,17455,15727
3/16/2018,14,13.34,17124,15395
3/16/2018,15,2.38,16748,15068
3/16/2018,16,0,16584,14934
3/16/2018,17,6.3,17085,15438
3/16/2018,18,18.44,17858,16104
3/16/2018,19,163.73,18937,17155
3/16/2018,20,44.38,19106,17441
3/16/2018,21,25.3,18672,17022
3/16/2018,22,10.25,17851,16247
3/16/2018,23,7.8,17243,15206
3/16/2018,24,5.78,16653,14396
3/17/2018,1,4.8,16342,14007
3/17/2018,2,14.32,16260,13730
3/17/2018,3,14.32,16278,13628
3/17/2018,4,9.41,16341,13674
3/17/2018,5,12.22,16536,13873
3/17/2018,6,20.19,16918,14387
3/17/2018,7,13.66,17071,14890
3/17/2018,8,15.56,17519,15285
3/17/2018,9,12.29,17433,15319
3/17/2018,10,14.33,16700,14694
3/17/2018,11,5.8,16662,14596
3/17/2018,12,10.12,16820,14483
3/17/2018,13,5.51,16666,14238
3/17/2018,14,0.38,16291,13930
3/17/2018,15,1.31,15969,13741
3/17/2018,16,2.91,15931,13894
3/17/2018,17,8.11,16785,14598
3/17/2018,18,27.48,17098,15320
3/17/2018,19,34.48,18123,16218
3/17/2018,20,34.62,18562,16476
3/17/2018,21,32.42,17715,16122
3/17/2018,22,32.98,17683,15565
3/17/2018,23,24.22,17119,14905
3/17/2018,24,25.97,16746,14328
3/18/2018,1,33.75,16277,13804
3/18/2018,2,35.55,16123,13670
3/18/2018,3,34.18,15887,13554
3/18/2018,4,34.4,15698,13580
3/18/2018,5,26.67,15641,13690
3/18/2018,6,14.34,16297,14001
3/18/2018,7,2.24,16512,14315
3/18/2018,8,5.85,16919,14644
3/18/2018,9,5.88,17188,14791
3/18/2018,10,5.82,17199,14620
3/18/2018,11,5.62,17158,14351
3/18/2018,12,0,16731,14035
3/18/2018,13,3.59,16275,13684
3/18/2018,14,5.73,16060,13464
3/18/2018,15,3.77,16316,13603
3/18/2018,16,7.36,16482,13986
3/18/2018,17,21.29,17100,14712
3/18/2018,18,25.4,17297,15401
3/18/2018,19,28.3,18190,16287
3/18/2018,20,27.23,18767,16690
3/18/2018,21,15.83,17828,15978
3/18/2018,22,4.94,17250,15137
3/18/2018,23,1.48,16882,14277
3/18/2018,24,0,16152,13688
3/19/2018,1,0.98,16013,13453
3/19/2018,2,3.33,16227,13569
3/19/2018,3,13.32,16223,13544
3/19/2018,4,7.77,16396,13777
3/19/2018,5,15.89,17087,14475
3/19/2018,6,34.49,18606,16005
3/19/2018,7,38.62,20273,17547
3/19/2018,8,35.53,19704,17122
3/19/2018,9,34.07,18968,16442
3/19/2018,10,31.51,17911,15786
3/19/2018,11,27.86,17807,15671
3/19/2018,12,21.61,17523,15447
3/19/2018,13,16.83,17390,15392
3/19/2018,14,21.77,17243,15253
3/19/2018,15,16.24,17060,15167
3/19/2018,16,16.56,17482,15355
3/19/2018,17,26.46,17839,15930
3/19/2018,18,26.49,18231,16529
3/19/2018,19,35.22,19416,17523
3/19/2018,20,34.85,19607,17916
3/19/2018,21,27.08,19116,17382
3/19/2018,22,12.95,18272,16365
3/19/2018,23,14.79,17394,15240
3/19/2018,24,21.84,16694,14519
3/20/2018,1,30.95,16423,14267
3/20/2018,2,22.85,16322,14125
3/20/2018,3,14.37,16217,13976
3/20/2018,4,14.31,16160,14043
3/20/2018,5,8.6,16826,14664
3/20/2018,6,23.27,18720,16064
3/20/2018,7,34.16,19871,17314
3/20/2018,8,29.24,20049,17324
3/20/2018,9,19.27,19209,16414
3/20/2018,10,17.35,18070,15683
3/20/2018,11,14.37,17899,15448
3/20/2018,12,14.35,17786,15295
3/20/2018,13,14.38,17648,15226
3/20/2018,14,14.38,17608,15043
3/20/2018,15,14.33,17508,14965
3/20/2018,16,3.65,17688,15207
3/20/2018,17,18.12,18116,15665
3/20/2018,18,11.21,18684,16361
3/20/2018,19,26.93,19605,17372
3/20/2018,20,33.42,20424,18052
3/20/2018,21,31.68,19670,17340
3/20/2018,22,20.35,18558,16315
3/20/2018,23,16.51,17411,15139
3/20/2018,24,14.58,16674,14375
3/21/2018,1,13.37,16233,13938
3/21/2018,2,13.37,16231,13857
3/21/2018,3,6.19,16193,13679
3/21/2018,4,12.68,16378,13906
3/21/2018,5,13.05,16752,14529
3/21/2018,6,25.2,18179,15985
3/21/2018,7,35.12,19721,17395
3/21/2018,8,33.97,19730,17394
3/21/2018,9,32.58,19067,16771
3/21/2018,10,15.8,18461,16158
3/21/2018,11,12.17,18076,15744
3/21/2018,12,7.96,17459,15325
3/21/2018,13,10.97,17451,15122
3/21/2018,14,13.37,17370,14960
3/21/2018,15,13.37,17549,15126
3/21/2018,16,32.86,17925,15495
3/21/2018,17,30.86,18195,16011
3/21/2018,18,26.86,18477,16495
3/21/2018,19,45.13,19279,17438
3/21/2018,20,36.52,19567,17841
3/21/2018,21,21.27,19007,17220
3/21/2018,22,13.65,17644,16156
3/21/2018,23,14.33,16736,14979
3/21/2018,24,24.27,16188,14285
3/22/2018,1,32.81,15909,13772
3/22/2018,2,22.46,15776,13611
3/22/2018,3,34.79,15971,13704
3/22/2018,4,33.27,16099,13948
3/22/2018,5,30.02,16874,14676
3/22/2018,6,32.6,18035,15948
3/22/2018,7,35.69,19335,17337
3/22/2018,8,35.17,19067,17188
3/22/2018,9,34.22,18772,16558
3/22/2018,10,19.71,17892,15753
3/22/2018,11,14.34,17609,15367
3/22/2018,12,14.36,17312,15121
3/22/2018,13,28.96,17487,15033
3/22/2018,14,27.86,16891,14655
3/22/2018,15,26.37,16713,14543
3/22/2018,16,9.57,16863,14875
3/22/2018,17,15.99,17561,15511
3/22/2018,18,22.69,18332,16382
3/22/2018,19,110.84,19373,17368
3/22/2018,20,69.34,19497,17903
3/22/2018,21,34.68,18986,17409
3/22/2018,22,35,17936,16385
3/22/2018,23,25.68,16611,15079
3/22/2018,24,25.24,16055,14301
3/23/2018,1,31.43,15865,14063
3/23/2018,2,19.57,15330,13645
3/23/2018,3,13.34,15313,13615
3/23/2018,4,16.6,15837,13924
3/23/2018,5,7.6,16286,14445
3/23/2018,6,30.25,17613,15726
3/23/2018,7,35.11,19048,17119
3/23/2018,8,35.08,19202,17195
3/23/2018,9,34.36,18780,16554
3/23/2018,10,26.54,18212,15983
3/23/2018,11,5.52,17768,15575
3/23/2018,12,7.56,17370,15270
3/23/2018,13,10.83,17459,15172
3/23/2018,14,5.8,17196,14840
3/23/2018,15,0.49,16732,14674
3/23/2018,16,7.71,16909,14866
3/23/2018,17,7.35,17177,15172
3/23/2018,18,2.24,17525,15722
3/23/2018,19,44.42,18486,16587
3/23/2018,20,44.31,18923,17240
3/23/2018,21,24.8,18896,16788
3/23/2018,22,21.68,17781,15924
3/23/2018,23,20.66,17081,14912
3/23/2018,24,27.24,16670,14140
3/24/2018,1,6.98,16312,13719
3/24/2018,2,2.7,16171,13560
3/24/2018,3,0,16095,13529
3/24/2018,4,0,15952,13543
3/24/2018,5,13.35,16370,13809
3/24/2018,6,32.17,16875,14408
3/24/2018,7,29.75,17245,14976
3/24/2018,8,26.02,17769,15300
3/24/2018,9,31.84,17606,15175
3/24/2018,10,39.21,17388,14984
3/24/2018,11,22.98,17392,14825
3/24/2018,12,12.72,16888,14518
3/24/2018,13,1.11,16309,14096
3/24/2018,14,3.17,16100,13716
3/24/2018,15,4.93,16029,13708
3/24/2018,16,0,16425,13770
3/24/2018,17,0,16812,14409
3/24/2018,18,0,17428,15081
3/24/2018,19,3.4,18065,15747
3/24/2018,20,14.34,18551,16131
3/24/2018,21,1.41,18211,15809
3/24/2018,22,0,17674,15272
3/24/2018,23,2.08,17097,14484
3/24/2018,24,0,16530,13826
3/25/2018,1,6.36,16264,13518
3/25/2018,2,13.33,16153,13389
3/25/2018,3,6.67,16139,13367
3/25/2018,4,12.68,16104,13335
3/25/2018,5,13.35,16329,13583
3/25/2018,6,13.48,16628,14057
3/25/2018,7,16.84,17134,14516
3/25/2018,8,13.37,17407,14911
3/25/2018,9,1.82,16890,14701
3/25/2018,10,0,16263,14140
3/25/2018,11,0,16343,13881
3/25/2018,12,0,16006,13571
3/25/2018,13,0,15947,13478
3/25/2018,14,0,15793,13279
3/25/2018,15,0,15806,13354
3/25/2018,16,0,16221,13748
3/25/2018,17,-0.02,17030,14602
3/25/2018,18,3.42,17808,15282
3/25/2018,19,42.56,18520,16091
3/25/2018,20,25.66,18741,16355
3/25/2018,21,12.06,18307,15909
3/25/2018,22,0.92,17379,15014
3/25/2018,23,0.5,16572,14066
3/25/2018,24,0,16082,13412
3/26/2018,1,0,15791,13040
3/26/2018,2,0,15693,12935
3/26/2018,3,0,15715,12945
3/26/2018,4,0,15834,13096
3/26/2018,5,0.98,16499,13828
3/26/2018,6,9.24,17955,15322
3/26/2018,7,19.19,19246,16646
3/26/2018,8,13.37,19049,16409
3/26/2018,9,10.43,18305,15663
3/26/2018,10,2.37,17657,14947
3/26/2018,11,4.97,17362,14667
3/26/2018,12,1.94,17116,14420
3/26/2018,13,0,16870,14225
3/26/2018,14,0,16819,14141
3/26/2018,15,0.94,16844,14212
3/26/2018,16,4.57,17164,14548
3/26/2018,17,9.69,17770,15161
3/26/2018,18,3.94,18247,15699
3/26/2018,19,8.56,18891,16480
3/26/2018,20,4.79,19003,16775
3/26/2018,21,2.99,18896,16269
3/26/2018,22,1.45,17628,15189
3/26/2018,23,1.43,16507,13992
3/26/2018,24,0,15925,13408
3/27/2018,1,0,15500,12963
3/27/2018,2,0,15331,12827
3/27/2018,3,0,15400,12697
3/27/2018,4,0,15316,12749
3/27/2018,5,0,15913,13323
3/27/2018,6,2.72,17342,14738
3/27/2018,7,36.44,18312,16082
3/27/2018,8,23.82,18387,16285
3/27/2018,9,38.64,17907,16166
3/27/2018,10,49.86,18222,16342
3/27/2018,11,45.2,18561,16661
3/27/2018,12,32.26,18410,16730
3/27/2018,13,35.31,18557,16746
3/27/2018,14,38.04,18411,16659
3/27/2018,15,31.31,18551,16676
3/27/2018,16,35.64,19083,17135
3/27/2018,17,25.55,19372,17370
3/27/2018,18,33.84,19493,17331
3/27/2018,19,32.75,19447,17482
3/27/2018,20,15.35,19092,17249
3/27/2018,21,25.5,18148,16525
3/27/2018,22,13.8,17426,15471
3/27/2018,23,4.28,16729,14386
3/27/2018,24,11.48,15790,13513
3/28/2018,1,15.72,15545,13102
3/28/2018,2,17.09,15362,12953
3/28/2018,3,0,15224,12806
3/28/2018,4,1.09,15179,12743
3/28/2018,5,19.59,15908,13590
3/28/2018,6,36.08,17591,15239
3/28/2018,7,33.16,18505,16456
3/28/2018,8,34.67,18393,16578
3/28/2018,9,33.67,18290,16506
3/28/2018,10,34.3,18016,16255
3/28/2018,11,35.02,17826,16060
3/28/2018,12,71.27,17864,15995
3/28/2018,13,35.34,17804,15958
3/28/2018,14,24.65,17012,15720
3/28/2018,15,31.14,17093,15668
3/28/2018,16,33.17,17570,15901
3/28/2018,17,33.34,17692,16045
3/28/2018,18,29,17708,16047
3/28/2018,19,29.21,18298,16669
3/28/2018,20,33.72,18663,17020
3/28/2018,21,30.4,18106,16524
3/28/2018,22,24.26,17081,15418
3/28/2018,23,17.77,16207,14321
3/28/2018,24,13.66,15224,13606
3/29/2018,1,19.83,15195,13365
3/29/2018,2,29.77,14870,13063
3/29/2018,3,23.08,15165,13047
3/29/2018,4,26.44,15043,13006
3/29/2018,5,23.77,15702,13634
3/29/2018,6,31.94,16899,14835
3/29/2018,7,33.11,18002,16237
3/29/2018,8,35.19,18316,16580
3/29/2018,9,34.49,18237,16438
3/29/2018,10,33.98,18180,16445
3/29/2018,11,34.59,18525,16659
3/29/2018,12,41.92,18071,16479
3/29/2018,13,16.73,17407,16040
3/29/2018,14,0.92,17209,15874
3/29/2018,15,11.5,17413,15953
3/29/2018,16,20.52,18002,16214
3/29/2018,17,0.98,18035,16266
3/29/2018,18,6.15,17690,16254
3/29/2018,19,16.94,17868,16630
3/29/2018,20,7.18,18115,16542
3/29/2018,21,36.44,17803,16033
3/29/2018,22,37.52,17271,15368
3/29/2018,23,2.46,16210,14109
3/29/2018,24,0,15483,13352
3/30/2018,1,0,14622,12569
3/30/2018,2,0,14322,12227
3/30/2018,3,0,14364,12165
3/30/2018,4,0,14316,12158
3/30/2018,5,0,14606,12470
3/30/2018,6,0,15343,13173
3/30/2018,7,4.8,15615,13482
3/30/2018,8,3.19,15899,13781
3/30/2018,9,0,15949,13869
3/30/2018,10,9.07,16058,13953
3/30/2018,11,11.67,15909,13858
3/30/2018,12,7.15,15778,13749
3/30/2018,13,10.38,15612,13625
3/30/2018,14,0,15195,13233
3/30/2018,15,0,15490,13284
3/30/2018,16,1.47,15681,13610
3/30/2018,17,12.97,15751,14108
3/30/2018,18,22.2,15899,14396
3/30/2018,19,11.92,16543,15040
3/30/2018,20,23.11,16899,15495
3/30/2018,21,28.96,16579,15268
3/30/2018,22,15.5,15997,14604
3/30/2018,23,13.74,16120,13834
3/30/2018,24,11.64,15630,13101
3/31/2018,1,0,15281,12657
3/31/2018,2,1.94,14995,12400
3/31/2018,3,6.24,14891,12272
3/31/2018,4,5.89,14920,12371
3/31/2018,5,9.24,15269,12691
3/31/2018,6,10.02,15851,13240
3/31/2018,7,6.63,16279,13674
3/31/2018,8,5.94,16711,14020
3/31/2018,9,7.92,16593,13961
3/31/2018,10,0,16004,13255
3/31/2018,11,0,15863,13105
3/31/2018,12,0,15686,13077
3/31/2018,13,0,15632,13075
3/31/2018,14,0,15800,13381
3/31/2018,15,7.94,16535,13976
3/31/2018,16,14.35,17144,14584
3/31/2018,17,20.94,17576,15041
3/31/2018,18,5.62,17395,15217
3/31/2018,19,1.22,17460,15364
3/31/2018,20,0,17325,15177
3/31/2018,21,0.43,16761,14692
3/31/2018,22,0,16051,13969
3/31/2018,23,0,15470,13192
3/31/2018,24,0,14667,12592
4/1/2018,1,0,14432,12359
4/1/2018,2,0,14273,12234
4/1/2018,3,0,14277,12189
4/1/2018,4,3.42,14760,12364
4/1/2018,5,12.19,15170,12770
4/1/2018,6,18.93,15625,13140
4/1/2018,7,9.62,15659,13612
4/1/2018,8,5.93,16048,13857
4/1/2018,9,5.91,15742,13533
4/1/2018,10,6.49,15613,13513
4/1/2018,11,13.38,16036,13802
4/1/2018,12,13.34,15848,13776
4/1/2018,13,13.32,15758,13631
4/1/2018,14,13.32,15580,13464
4/1/2018,15,9.01,15512,13478
4/1/2018,16,8.98,15699,13771
4/1/2018,17,20.99,16036,14108
4/1/2018,18,15.79,16341,14477
4/1/2018,19,22.22,16827,15136
4/1/2018,20,244.85,17482,15938
4/1/2018,21,33.34,16711,15428
4/1/2018,22,21.56,16639,14933
4/1/2018,23,24.79,16261,14206
4/1/2018,24,25.64,15831,13642
4/2/2018,1,22.68,15232,13183
4/2/2018,2,35.01,15337,13035
4/2/2018,3,35.19,15558,13147
4/2/2018,4,30.7,15107,13271
4/2/2018,5,20.16,15719,13821
4/2/2018,6,36.37,17017,14891
4/2/2018,7,36.35,17475,15691
4/2/2018,8,36.23,17704,15902
4/2/2018,9,35.25,16907,15204
4/2/2018,10,34.37,16650,14848
4/2/2018,11,41.88,16307,14857
4/2/2018,12,36.83,16521,14948
4/2/2018,13,33.58,16362,14724
4/2/2018,14,34.25,16045,14481
4/2/2018,15,31.43,16053,14520
4/2/2018,16,30.3,15881,14665
4/2/2018,17,33.52,16433,15248
4/2/2018,18,32.58,16956,15829
4/2/2018,19,36.07,17907,16607
4/2/2018,20,37.02,18902,17435
4/2/2018,21,34.41,18082,16731
4/2/2018,22,32.47,17016,15642
4/2/2018,23,32.06,15930,14594
4/2/2018,24,23.62,15549,13880
4/3/2018,1,24.53,15390,13612
4/3/2018,2,16.85,15239,13246
4/3/2018,3,14.35,15324,13216
4/3/2018,4,14.35,15570,13406
4/3/2018,5,18.55,16044,13891
4/3/2018,6,34.92,17519,15200
4/3/2018,7,36.93,18695,16420
4/3/2018,8,79.05,19004,16727
4/3/2018,9,35.86,18728,16584
4/3/2018,10,35.32,18312,16428
4/3/2018,11,18.8,17892,16050
4/3/2018,12,14.37,17838,15795
4/3/2018,13,33.15,18120,15926
4/3/2018,14,103.35,18791,16252
4/3/2018,15,34.82,18378,16388
4/3/2018,16,31.95,18639,16678
4/3/2018,17,33.15,18979,17040
4/3/2018,18,24,19149,17107
4/3/2018,19,37.29,19800,17592
4/3/2018,20,67.08,19738,17835
4/3/2018,21,59.79,18760,17043
4/3/2018,22,41.27,17665,15957
4/3/2018,23,63.13,17093,14965
4/3/2018,24,14.57,16445,14182
4/4/2018,1,15.18,15972,13808
4/4/2018,2,14.36,15873,13578
4/4/2018,3,0.93,15841,13422
4/4/2018,4,0,15590,13213
4/4/2018,5,0,16076,13894
4/4/2018,6,3.34,17201,14954
4/4/2018,7,11.57,18467,16413
4/4/2018,8,14.34,18820,16611
4/4/2018,9,15.2,19237,16784
4/4/2018,10,39.77,18758,16725
4/4/2018,11,58.12,18811,16594
4/4/2018,12,0.43,18494,16050
4/4/2018,13,0,18070,15847
4/4/2018,14,0.95,17860,15718
4/4/2018,15,5.99,18276,16185
4/4/2018,16,9.18,18219,16430
4/4/2018,17,0.77,18625,16484
4/4/2018,18,0,18882,16718
4/4/2018,19,25.9,19460,17290
4/4/2018,20,26.03,19996,18011
4/4/2018,21,34.8,19533,17322
4/4/2018,22,31.15,18468,16267
4/4/2018,23,45.02,17433,15238
4/4/2018,24,13.34,16925,14478
4/5/2018,1,13.35,16255,13968
4/5/2018,2,13.38,16178,13996
4/5/2018,3,19.2,16183,14001
4/5/2018,4,21.83,16416,14179
4/5/2018,5,48.94,16862,14798
4/5/2018,6,48.98,18352,16164
4/5/2018,7,68.14,19023,17373
4/5/2018,8,43.77,18496,16875
4/5/2018,9,40.26,18021,16212
4/5/2018,10,38.06,17628,15834
4/5/2018,11,30.12,17403,15608
4/5/2018,12,34.26,17319,15579
4/5/2018,13,40.46,17077,15477
4/5/2018,14,40.49,16985,15305
4/5/2018,15,17.62,16614,15309
4/5/2018,16,20.58,17184,15623
4/5/2018,17,24.26,17492,16051
4/5/2018,18,35.27,17662,16394
4/5/2018,19,40.48,18262,16994
4/5/2018,20,46.22,19224,17852
4/5/2018,21,41.57,18371,17226
4/5/2018,22,36.12,17383,16160
4/5/2018,23,28.73,16658,15075
4/5/2018,24,21.76,15957,14255
4/6/2018,1,13.36,15634,13811
4/6/2018,2,39.8,15503,13561
4/6/2018,3,27.78,15480,13449
4/6/2018,4,37.3,15640,13554
4/6/2018,5,21.3,15846,14130
4/6/2018,6,41.4,17254,15449
4/6/2018,7,42.67,18265,16695
4/6/2018,8,42.9,18638,16962
4/6/2018,9,42.63,18854,16961
4/6/2018,10,39.99,18594,16777
4/6/2018,11,36.92,18370,16543
4/6/2018,12,17.43,18295,16345
4/6/2018,13,33.33,18332,16345
4/6/2018,14,28.97,18153,16088
4/6/2018,15,35.15,18400,16109
4/6/2018,16,15.57,18377,16159
4/6/2018,17,13.36,18273,16233
4/6/2018,18,7.46,17890,16288
4/6/2018,19,6.64,18381,16679
4/6/2018,20,20.74,19010,17278
4/6/2018,21,20.57,18479,16649
4/6/2018,22,26.53,17769,15897
4/6/2018,23,9.84,17027,14821
4/6/2018,24,7.97,16519,14034
4/7/2018,1,14.31,16189,13739
4/7/2018,2,8.79,15885,13385
4/7/2018,3,14.33,15837,13310
4/7/2018,4,14.36,15975,13422
4/7/2018,5,61.63,16102,13840
4/7/2018,6,47.18,16459,14371
4/7/2018,7,30.76,16564,14834
4/7/2018,8,13.36,16758,15202
4/7/2018,9,17.28,16841,15099
4/7/2018,10,30.78,16940,15078
4/7/2018,11,63.37,17370,15040
4/7/2018,12,49.02,17056,14905
4/7/2018,13,31.47,16631,14699
4/7/2018,14,27.69,16051,14250
4/7/2018,15,23.66,16005,14384
4/7/2018,16,54.64,16403,14884
4/7/2018,17,36.95,16553,15401
4/7/2018,18,41.47,16939,15694
4/7/2018,19,35.61,17432,16008
4/7/2018,20,31.68,17997,16512
4/7/2018,21,38.93,17633,16050
4/7/2018,22,35.66,16944,15298
4/7/2018,23,41.04,16604,14476
4/7/2018,24,23.69,15729,13696
4/8/2018,1,23.8,15301,13372
4/8/2018,2,56.85,15391,13244
4/8/2018,3,39.56,15487,13139
4/8/2018,4,12.24,15306,13099
4/8/2018,5,10.47,14918,13152
4/8/2018,6,16.64,15393,13565
4/8/2018,7,48.07,15771,14001
4/8/2018,8,47.72,16023,14236
4/8/2018,9,25.91,15920,14112
4/8/2018,10,31.85,15911,14227
4/8/2018,11,64.27,16049,14493
4/8/2018,12,22.69,15914,14476
4/8/2018,13,14.54,15976,14356
4/8/2018,14,12.2,15439,13977
4/8/2018,15,14.7,15682,13997
4/8/2018,16,12.93,16016,14407
4/8/2018,17,20.58,16431,14866
4/8/2018,18,34.12,17006,15298
4/8/2018,19,36.74,17527,15955
4/8/2018,20,41.11,18084,16629
4/8/2018,21,37.1,17736,16321
4/8/2018,22,28.72,17067,15547
4/8/2018,23,23.48,16421,14689
4/8/2018,24,52.43,16111,14114
4/9/2018,1,37.76,15957,13818
4/9/2018,2,38.27,15739,13690
4/9/2018,3,34.48,15511,13704
4/9/2018,4,32.61,15829,13944
4/9/2018,5,39.32,16077,14621
4/9/2018,6,43.9,16910,15674
4/9/2018,7,60.04,18178,16960
4/9/2018,8,52,18104,16753
4/9/2018,9,46.55,17655,16197
4/9/2018,10,47.76,17627,15796
4/9/2018,11,45.96,17405,15613
4/9/2018,12,39.37,17053,15422
4/9/2018,13,42.52,16879,15390
4/9/2018,14,35.66,16807,15397
4/9/2018,15,32.67,16752,15373
4/9/2018,16,49.42,17253,15783
4/9/2018,17,89.8,17782,16213
4/9/2018,18,66.05,17997,16450
4/9/2018,19,48.78,18433,17007
4/9/2018,20,44.17,18656,17570
4/9/2018,21,55.17,17971,17011
4/9/2018,22,50.2,17361,16073
4/9/2018,23,43.39,16292,14877
4/9/2018,24,41.36,15982,14178
4/10/2018,1,40.77,15218,13759
4/10/2018,2,39.66,15086,13547
4/10/2018,3,37.6,15071,13553
4/10/2018,4,22.3,15076,13596
4/10/2018,5,24.16,15767,14316
4/10/2018,6,42.96,16840,15570
4/10/2018,7,50.21,17772,16750
4/10/2018,8,50.92,17711,16647
4/10/2018,9,49.16,17251,16087
4/10/2018,10,44.86,17470,15673
4/10/2018,11,48.43,17277,15548
4/10/2018,12,63.22,17396,15782
4/10/2018,13,49.87,17128,15652
