Date,Hour,HOEP,Market Demand,Ontario Demand
1/1/2018,1,51.29,18974,16627
1/1/2018,2,43.59,18447,16084
1/1/2018,3,93.6,18453,15866
1/1/2018,4,54.78,18662,15725
1/1/2018,5,14.35,18060,15470
1/1/2018,6,18.6,18429,15502
1/1/2018,7,21.72,19137,15750
1/1/2018,8,40.89,19470,15887
1/1/2018,9,20.75,19333,15923
1/1/2018,10,74.57,19816,16381
1/1/2018,11,4.65,19667,16672
1/1/2018,12,9.45,19682,16720
1/1/2018,13,13.65,19621,16839
1/1/2018,14,14.37,19600,16772
1/1/2018,15,26.73,19605,16868
1/1/2018,16,42.12,20561,17314
1/1/2018,17,42.28,21717,18081
1/1/2018,18,44.84,23149,19339
1/1/2018,19,42.22,22944,19249
1/1/2018,20,41.06,22851,18960
1/1/2018,21,43.76,22468,18663
1/1/2018,22,48.38,21678,18074
1/1/2018,23,42.58,20233,17218
1/1/2018,24,38.14,19408,16356
1/2/2018,1,31.12,19138,15809
1/2/2018,2,10.76,18169,15465
1/2/2018,3,14.34,18272,15255
1/2/2018,4,0.29,18064,15236
1/2/2018,5,1.43,18484,15275
1/2/2018,6,14.36,19221,15726
1/2/2018,7,19.1,20418,16874
1/2/2018,8,34.9,21870,17897
1/2/2018,9,43.72,22284,18232
1/2/2018,10,46.03,22603,18739
1/2/2018,11,49.4,23242,19030
1/2/2018,12,66.6,22869,19126
1/2/2018,13,42.14,22442,18984
1/2/2018,14,40.35,21919,18873
1/2/2018,15,34.36,21872,18753
1/2/2018,16,29.98,22010,18883
1/2/2018,17,42.86,22985,19396
1/2/2018,18,42.33,24161,20331
1/2/2018,19,40.37,23960,19890
1/2/2018,20,42.44,23865,19937
1/2/2018,21,42.29,23367,19633
1/2/2018,22,41.64,21823,18816
1/2/2018,23,8.01,20146,17792
1/2/2018,24,29.72,19628,16921
1/3/2018,1,2.31,19030,16277
1/3/2018,2,19.43,18844,15835
1/3/2018,3,0,18504,15606
1/3/2018,4,0,18315,15554
1/3/2018,5,0,18757,15656
1/3/2018,6,0,19379,16088
1/3/2018,7,32.26,20617,17140
1/3/2018,8,66.58,21698,18148
1/3/2018,9,79.95,21990,18464
1/3/2018,10,88.93,22435,18933
1/3/2018,11,84.83,22662,19013
1/3/2018,12,86.87,22274,18830
1/3/2018,13,88.33,22384,18804
1/3/2018,14,64.63,22441,18848
1/3/2018,15,40.84,22577,18860
1/3/2018,16,56.34,22805,19119
1/3/2018,17,82.3,23689,19471
1/3/2018,18,89.3,24490,20380
1/3/2018,19,88.01,24010,20108
1/3/2018,20,81.94,23590,20005
1/3/2018,21,83.84,23295,19754
1/3/2018,22,84.16,22638,19002
1/3/2018,23,76.34,21469,18102
1/3/2018,24,46.04,19829,16963
1/4/2018,1,15.77,18662,16223
1/4/2018,2,4.94,18461,15787
1/4/2018,3,6.47,18096,15467
1/4/2018,4,0.75,17847,15185
1/4/2018,5,0,18191,15412
1/4/2018,6,0.42,19063,15902
1/4/2018,7,23.91,20693,17158
1/4/2018,8,64.7,21939,18198
1/4/2018,9,67.25,22316,18537
1/4/2018,10,66.97,22367,18760
1/4/2018,11,61.74,22378,18699
1/4/2018,12,58.55,22337,18639
1/4/2018,13,51.98,22253,18537
1/4/2018,14,13.35,22152,18546
1/4/2018,15,13.33,21673,18299
1/4/2018,16,13.35,22234,18613
1/4/2018,17,21.1,22757,19028
1/4/2018,18,54.4,23866,19935
1/4/2018,19,56.01,23622,19930
1/4/2018,20,58.91,23677,19980
1/4/2018,21,58.82,23391,19856
1/4/2018,22,60.96,23095,19678
1/4/2018,23,73.71,21847,18889
1/4/2018,24,106.23,20603,17940
1/5/2018,1,18.5,19752,17475
1/5/2018,2,13.33,19217,16808
1/5/2018,3,13.36,19237,16679
1/5/2018,4,13.34,19273,16620
1/5/2018,5,13.45,19194,16706
1/5/2018,6,9.69,19993,17173
1/5/2018,7,68.23,21096,18123
1/5/2018,8,77.02,22149,19177
1/5/2018,9,79.79,22797,19660
1/5/2018,10,77.02,23030,19836
1/5/2018,11,81.64,23281,19789
1/5/2018,12,80.73,23073,19773
1/5/2018,13,70.35,22737,19585
1/5/2018,14,67.87,22802,19503
1/5/2018,15,68.42,22763,19430
1/5/2018,16,75.97,22751,19647
1/5/2018,17,77.9,23057,20022
1/5/2018,18,105.23,24158,20906
1/5/2018,19,112.51,24185,20706
1/5/2018,20,95.42,23571,20429
1/5/2018,21,128.05,23802,20276
1/5/2018,22,77.94,23320,19754
1/5/2018,23,69.07,22111,18914
1/5/2018,24,67.57,21347,18064
1/6/2018,1,42.71,20432,17293
1/6/2018,2,12.21,19959,16937
1/6/2018,3,13.32,19524,16505
1/6/2018,4,13.36,19633,16599
1/6/2018,5,21.76,19752,16647
1/6/2018,6,13.35,19906,16764
1/6/2018,7,47.6,20231,17155
1/6/2018,8,54.38,21117,17841
1/6/2018,9,65.51,21936,18703
1/6/2018,10,60.85,22250,19116
1/6/2018,11,59.86,22355,19225
1/6/2018,12,76.16,22877,19340
1/6/2018,13,64.84,22640,19153
1/6/2018,14,60.6,22368,18895
1/6/2018,15,61,22394,18781
1/6/2018,16,67.48,22775,19077
1/6/2018,17,78.69,23253,19741
1/6/2018,18,246.37,24125,20768
1/6/2018,19,75.54,22845,20217
1/6/2018,20,60.75,22817,19782
1/6/2018,21,75.64,22951,19725
1/6/2018,22,104,23014,19538
1/6/2018,23,58.07,21983,18723
1/6/2018,24,51.34,21033,17819
1/7/2018,1,48.4,20506,17015
1/7/2018,2,46.71,19934,16531
1/7/2018,3,37.49,19518,16240
1/7/2018,4,25.74,19094,16103
1/7/2018,5,11.34,19062,16031
1/7/2018,6,7.27,19090,16095
1/7/2018,7,14.34,19448,16439
1/7/2018,8,14.34,19799,16797
1/7/2018,9,44.7,20384,17181
1/7/2018,10,14.38,20842,17757
1/7/2018,11,14.37,21097,18095
1/7/2018,12,45.71,21871,18351
1/7/2018,13,47,22299,18486
1/7/2018,14,44.4,22023,18714
1/7/2018,15,45.38,22360,18784
1/7/2018,16,39.92,22458,18833
1/7/2018,17,45.87,23335,19370
1/7/2018,18,52.62,24439,20429
1/7/2018,19,62.28,23954,19967
1/7/2018,20,41.06,23709,19363
1/7/2018,21,34.24,22909,18821
1/7/2018,22,20.86,21703,18019
1/7/2018,23,28.24,20609,17172
1/7/2018,24,27.67,19697,16221
1/8/2018,1,0,18439,15521
1/8/2018,2,0,18057,15129
1/8/2018,3,0,17697,14916
1/8/2018,4,0,17765,14880
1/8/2018,5,0,17736,14919
1/8/2018,6,0,18389,15426
1/8/2018,7,1.5,19038,16606
1/8/2018,8,11.5,20243,17913
1/8/2018,9,11.59,20371,18029
1/8/2018,10,9.67,20351,18047
1/8/2018,11,14.35,20725,18239
1/8/2018,12,69.32,20741,18177
1/8/2018,13,41.11,20657,18185
1/8/2018,14,18.58,21392,18242
1/8/2018,15,33.46,21328,18245
1/8/2018,16,14.35,21169,18103
1/8/2018,17,24.56,21403,18502
1/8/2018,18,14.38,22305,19355
1/8/2018,19,14.34,22089,19080
1/8/2018,20,12.47,21741,18840
1/8/2018,21,10.41,21309,18477
1/8/2018,22,12.97,20820,17814
1/8/2018,23,0,19320,16740
1/8/2018,24,0,18222,15681
1/9/2018,1,4.77,17430,14900
1/9/2018,2,0,17014,14375
1/9/2018,3,0,16805,14203
1/9/2018,4,1.11,16683,14134
1/9/2018,5,7.76,16808,14246
1/9/2018,6,2.22,17042,14863
1/9/2018,7,18.28,18154,16195
1/9/2018,8,37.56,19809,17635
1/9/2018,9,39.53,19795,17553
1/9/2018,10,37.28,19720,17577
1/9/2018,11,39.15,19657,17574
1/9/2018,12,37.97,19686,17652
1/9/2018,13,38.59,20027,17417
1/9/2018,14,39.39,20140,17600
1/9/2018,15,36.56,20010,17726
1/9/2018,16,35.56,20208,18005
1/9/2018,17,42.36,20960,18566
1/9/2018,18,43.85,22106,19548
1/9/2018,19,42.36,21816,19229
1/9/2018,20,43.02,21631,19117
1/9/2018,21,41.34,21197,18712
1/9/2018,22,38.31,20690,18074
1/9/2018,23,41.66,19206,16986
1/9/2018,24,30.97,18354,15863
1/10/2018,1,6.57,17660,15104
1/10/2018,2,3.33,17712,14699
1/10/2018,3,0,17663,14497
1/10/2018,4,3.32,17897,14508
1/10/2018,5,0,17826,14674
1/10/2018,6,0,18215,15273
1/10/2018,7,4.86,18909,16444
1/10/2018,8,22.02,20397,17776
1/10/2018,9,13.97,20484,17862
1/10/2018,10,21.61,20210,17599
1/10/2018,11,19.91,19844,17349
1/10/2018,12,13.34,19895,17183
1/10/2018,13,13.33,19901,17097
1/10/2018,14,37.91,19383,17157
1/10/2018,15,31.24,19778,17490
1/10/2018,16,6.19,20414,17736
1/10/2018,17,5.75,20737,18085
1/10/2018,18,28.69,21462,19154
1/10/2018,19,29.48,21301,18712
1/10/2018,20,12.84,21383,18470
1/10/2018,21,8.21,21099,18085
1/10/2018,22,5.23,20643,17325
1/10/2018,23,4.78,19403,16291
1/10/2018,24,2.39,18352,15168
1/11/2018,1,0,17931,14338
1/11/2018,2,0,17471,13821
1/11/2018,3,0,17157,13386
1/11/2018,4,0,16848,13218
1/11/2018,5,0,16930,13289
1/11/2018,6,0,17478,13771
1/11/2018,7,0.51,18460,15146
1/11/2018,8,6.23,20044,16540
1/11/2018,9,0,20403,16828
1/11/2018,10,0,19959,16789
1/11/2018,11,9.2,19463,16797
1/11/2018,12,2.72,19373,16549
1/11/2018,13,0,19379,16459
1/11/2018,14,10.16,19423,16492
1/11/2018,15,6.02,19493,16619
1/11/2018,16,6.63,19556,16858
1/11/2018,17,37.6,20085,17375
1/11/2018,18,18.28,21031,18255
1/11/2018,19,10.21,20665,17915
1/11/2018,20,13.58,20352,17828
1/11/2018,21,19.5,20043,17481
1/11/2018,22,15.81,19428,16772
1/11/2018,23,12.12,18718,15708
1/11/2018,24,0,17244,14433
1/12/2018,1,0.43,16918,13692
1/12/2018,2,0,16349,13150
1/12/2018,3,0,16072,12942
1/12/2018,4,0,16089,12974
1/12/2018,5,6.83,16300,13082
1/12/2018,6,0.43,16692,13772
1/12/2018,7,0,17138,14724
1/12/2018,8,15.79,18450,16170
1/12/2018,9,115.99,19292,16875
1/12/2018,10,136.13,19462,17088
1/12/2018,11,55.62,19750,17374
1/12/2018,12,78.89,20128,17628
1/12/2018,13,65.22,19525,17643
1/12/2018,14,13.69,20021,17922
1/12/2018,15,18.91,19691,17765
1/12/2018,16,15.55,19882,17849
1/12/2018,17,13.01,20549,18390
1/12/2018,18,34.87,21531,19431
1/12/2018,19,32.77,21444,19339
1/12/2018,20,33.43,21403,19106
1/12/2018,21,31.39,21372,18706
1/12/2018,22,22.75,20863,18202
1/12/2018,23,25.34,19692,17312
1/12/2018,24,12.36,18661,16182
1/13/2018,1,16.98,18588,15585
1/13/2018,2,33.97,18298,15247
1/13/2018,3,56.31,18153,15016
1/13/2018,4,19.16,18051,14912
1/13/2018,5,9.57,18011,14964
1/13/2018,6,23.78,18181,15279
1/13/2018,7,5.23,18547,15781
1/13/2018,8,31.66,19064,16492
1/13/2018,9,74.47,19651,17259
1/13/2018,10,25.32,19993,17775
1/13/2018,11,38.32,19898,17503
1/13/2018,12,32.33,19728,17436
1/13/2018,13,41.16,20156,17173
1/13/2018,14,36.41,20181,17049
1/13/2018,15,40.34,20177,16906
1/13/2018,16,40.95,20476,17314
1/13/2018,17,44.18,21236,18271
1/13/2018,18,64.18,22748,19813
1/13/2018,19,48.35,22069,19738
1/13/2018,20,48.67,21903,19118
1/13/2018,21,53.57,21872,18801
1/13/2018,22,52.06,21516,18279
1/13/2018,23,44.35,20474,17610
1/13/2018,24,47.34,19505,16691
1/14/2018,1,143.83,19676,16245
1/14/2018,2,53.79,19298,15859
1/14/2018,3,47.08,18979,15525
1/14/2018,4,43.03,18879,15385
1/14/2018,5,43.93,19205,15417
1/14/2018,6,45.77,19420,15567
1/14/2018,7,55.15,18064,15940
1/14/2018,8,135.01,20242,16662
1/14/2018,9,186.96,20908,17214
1/14/2018,10,70.4,20174,17298
1/14/2018,11,59.68,19864,17253
1/14/2018,12,53.6,20134,17227
1/14/2018,13,62.64,20525,17076
1/14/2018,14,44.8,20862,17010
1/14/2018,15,45.83,20649,17042
1/14/2018,16,51.01,21171,17750
1/14/2018,17,57.51,21710,18655
1/14/2018,18,68.94,22599,19958
1/14/2018,19,63.06,22620,19621
1/14/2018,20,59.32,22564,19328
1/14/2018,21,97.07,22752,19049
1/14/2018,22,65.37,22124,18427
1/14/2018,23,57.16,20741,17276
1/14/2018,24,38.87,19882,16197
1/15/2018,1,52.75,19745,16003
1/15/2018,2,92.76,19637,15583
1/15/2018,3,47.85,19049,15230
1/15/2018,4,52.66,19039,15240
1/15/2018,5,39.2,19162,15441
1/15/2018,6,43.56,19971,15944
1/15/2018,7,61.35,21847,17472
1/15/2018,8,72.22,22317,18989
1/15/2018,9,96.26,22722,19317
1/15/2018,10,55,23604,19335
1/15/2018,11,57.74,23450,19278
1/15/2018,12,58.78,23481,19124
1/15/2018,13,54.43,22976,18984
1/15/2018,14,54.56,23182,19018
1/15/2018,15,55.68,23547,19062
1/15/2018,16,55.27,23468,19250
1/15/2018,17,57.27,22586,19612
1/15/2018,18,55.18,22272,20073
1/15/2018,19,66.52,22417,19953
1/15/2018,20,88.58,22501,19943
1/15/2018,21,317.77,23247,19990
1/15/2018,22,69.7,22989,19387
1/15/2018,23,50.22,22028,18259
1/15/2018,24,43.71,20572,17018
1/16/2018,1,53.94,20197,16484
1/16/2018,2,43.91,19569,16010
1/16/2018,3,42.2,19332,15799
1/16/2018,4,32.99,19228,15673
1/16/2018,5,38.31,19261,15650
1/16/2018,6,37.29,19803,16276
1/16/2018,7,50.86,21239,17609
1/16/2018,8,58.79,22222,18844
1/16/2018,9,54.95,22474,19013
1/16/2018,10,59.14,23074,19190
1/16/2018,11,59.55,22865,19013
1/16/2018,12,50.79,22592,18752
1/16/2018,13,46.18,22111,18495
1/16/2018,14,49.07,21967,18256
1/16/2018,15,43.85,21581,18232
1/16/2018,16,42.59,21833,18356
1/16/2018,17,48.7,22798,19001
1/16/2018,18,49.69,23816,19988
1/16/2018,19,49.55,24227,19945
1/16/2018,20,50.04,23944,19833
1/16/2018,21,57.02,23467,19604
1/16/2018,22,43.63,22457,18829
1/16/2018,23,43.29,21497,17794
1/16/2018,24,45.81,20323,16718
1/17/2018,1,37.91,18805,16173
1/17/2018,2,25.71,18645,15854
1/17/2018,3,28.76,18566,15720
1/17/2018,4,14.38,18243,15588
1/17/2018,5,26.25,18598,15742
1/17/2018,6,12.96,19351,16230
1/17/2018,7,44.58,20548,17406
1/17/2018,8,47.26,22137,18909
1/17/2018,9,44.96,22413,18892
1/17/2018,10,43.9,22165,18769
1/17/2018,11,42.09,21712,18540
1/17/2018,12,37.78,21134,18242
1/17/2018,13,22.63,20381,17830
1/17/2018,14,14.4,20446,17678
1/17/2018,15,31.92,20543,17635
1/17/2018,16,5.16,20823,17754
1/17/2018,17,8.54,21823,18472
1/17/2018,18,37.15,23203,19623
1/17/2018,19,35.24,23302,19797
1/17/2018,20,36.45,22992,19489
1/17/2018,21,29.28,22766,19250
1/17/2018,22,19.98,22090,18527
1/17/2018,23,24.76,20498,17299
1/17/2018,24,4.04,18885,16299
1/18/2018,1,5.23,18659,15534
1/18/2018,2,9.3,18549,15093
1/18/2018,3,1.92,18263,14874
1/18/2018,4,1.42,18190,14804
1/18/2018,5,0,18034,14939
1/18/2018,6,3.35,18586,15551
1/18/2018,7,8.25,19597,16859
1/18/2018,8,36.71,21339,18321
1/18/2018,9,38.24,21349,18368
1/18/2018,10,39.17,21461,18374
1/18/2018,11,37.98,21475,18315
1/18/2018,12,36.07,21665,18507
1/18/2018,13,14.39,21818,18689
1/18/2018,14,14.37,21118,18017
1/18/2018,15,14.35,21024,17968
1/18/2018,16,10.96,21143,18196
1/18/2018,17,14.23,21727,18785
1/18/2018,18,27.96,22661,19704
1/18/2018,19,27.05,22634,19691
1/18/2018,20,21.59,22169,19248
1/18/2018,21,34.09,21722,18856
1/18/2018,22,19.76,21019,18135
1/18/2018,23,11.96,19693,17078
1/18/2018,24,8.79,18646,15936
1/19/2018,1,8.79,17985,15212
1/19/2018,2,3.33,17697,14803
1/19/2018,3,5.28,17704,14610
1/19/2018,4,6.64,17673,14448
1/19/2018,5,5.94,17368,14527
1/19/2018,6,0.5,17944,15136
1/19/2018,7,6.15,18753,16133
1/19/2018,8,12.86,20241,17464
1/19/2018,9,15.87,20663,17745
1/19/2018,10,30.77,20652,17729
1/19/2018,11,3.78,20420,17465
1/19/2018,12,0,20428,17136
1/19/2018,13,0,19359,16634
1/19/2018,14,0,19374,16544
1/19/2018,15,0,19249,16411
1/19/2018,16,13.67,19636,16601
1/19/2018,17,11.95,20395,17224
1/19/2018,18,21.85,21380,18286
1/19/2018,19,10.27,21182,18264
1/19/2018,20,14.48,21093,18035
1/19/2018,21,19.11,20642,17743
1/19/2018,22,22.71,19967,17190
1/19/2018,23,6,18935,16286
1/19/2018,24,4.45,18374,15174
1/20/2018,1,4.78,17445,14479
1/20/2018,2,0,16996,13733
1/20/2018,3,0,16621,13392
1/20/2018,4,0,16507,13240
1/20/2018,5,0,16548,13251
1/20/2018,6,0,16710,13399
1/20/2018,7,0.4,17034,13931
1/20/2018,8,4.02,17399,14728
1/20/2018,9,11.27,17973,15388
1/20/2018,10,9.7,18232,15833
1/20/2018,11,14.38,18159,16010
1/20/2018,12,9.16,18146,15817
1/20/2018,13,0,17923,15341
1/20/2018,14,0,17520,14981
1/20/2018,15,0,17357,14820
1/20/2018,16,4.52,17933,15125
1/20/2018,17,9.83,18648,16030
1/20/2018,18,28.25,19912,17278
1/20/2018,19,29.84,19935,17375
1/20/2018,20,14.37,19444,16958
1/20/2018,21,11.64,18648,16523
1/20/2018,22,14.36,18261,16040
1/20/2018,23,11.12,17832,15393
1/20/2018,24,13.65,17030,14596
1/21/2018,1,14.26,16382,13896
1/21/2018,2,14.36,16048,13518
1/21/2018,3,9.11,15842,13326
1/21/2018,4,14.02,15791,13196
1/21/2018,5,14.34,15867,13284
1/21/2018,6,14.36,16139,13497
1/21/2018,7,13.34,16513,13952
1/21/2018,8,-2.67,16598,14445
1/21/2018,9,14.39,17268,14955
1/21/2018,10,14.4,17539,15349
1/21/2018,11,14.39,17697,15509
1/21/2018,12,14.38,17034,15535
1/21/2018,13,14.38,17688,15594
1/21/2018,14,33.71,18293,15652
1/21/2018,15,29.11,18383,15848
1/21/2018,16,25.3,18275,16232
1/21/2018,17,35.02,18237,17052
1/21/2018,18,35.39,19312,18035
1/21/2018,19,34.33,19353,17948
1/21/2018,20,35.49,18869,17531
1/21/2018,21,34.08,18448,17149
1/21/2018,22,33.44,17846,16563
1/21/2018,23,28.98,16877,15623
1/21/2018,24,26.31,16676,14839
1/22/2018,1,47.5,16421,14194
1/22/2018,2,39.53,16274,13795
1/22/2018,3,18.69,16152,13678
1/22/2018,4,15.82,16061,13635
1/22/2018,5,17.68,15997,13788
1/22/2018,6,57.09,16733,14392
1/22/2018,7,56.58,17247,15592
1/22/2018,8,140.61,18926,17091
1/22/2018,9,35.59,19253,17471
1/22/2018,10,28.15,19453,17699
1/22/2018,11,24.21,20031,17879
1/22/2018,12,15.15,20272,18097
1/22/2018,13,15.53,20443,18122
1/22/2018,14,27.29,20406,18125
1/22/2018,15,14.37,19716,18037
1/22/2018,16,17.24,19739,18210
1/22/2018,17,20.2,19789,18591
1/22/2018,18,30.44,20416,19289
1/22/2018,19,32.33,20068,18938
1/22/2018,20,30.55,19770,18753
1/22/2018,21,18.23,19823,18365
1/22/2018,22,35.37,19256,17709
1/22/2018,23,29.88,18742,16616
1/22/2018,24,11.01,17847,15502
1/23/2018,1,57.18,17494,14752
1/23/2018,2,10.91,17024,14360
1/23/2018,3,8.66,16426,14009
1/23/2018,4,0,15929,13910
1/23/2018,5,0,16047,13963
1/23/2018,6,0,16460,14326
1/23/2018,7,0,17519,15596
1/23/2018,8,9.84,18439,16819
1/23/2018,9,13.32,18787,17099
1/23/2018,10,9.02,19184,17015
1/23/2018,11,8.55,19350,16918
1/23/2018,12,13.35,19444,16863
1/23/2018,13,13.35,19545,16864
1/23/2018,14,13.33,19603,16902
1/23/2018,15,13.34,19684,16974
1/23/2018,16,12.72,20031,17308
1/23/2018,17,9.57,20601,17906
1/23/2018,18,27.85,21178,18683
1/23/2018,19,32.68,21226,18694
1/23/2018,20,21.91,20958,18677
1/23/2018,21,29.64,20630,18354
1/23/2018,22,12.15,19454,17587
1/23/2018,23,7.92,18252,16481
1/23/2018,24,3.76,17428,15537
1/24/2018,1,11.61,17137,14851
1/24/2018,2,12.09,17066,14766
1/24/2018,3,13.33,17219,14699
1/24/2018,4,9.69,16784,14665
1/24/2018,5,10.92,17050,14893
1/24/2018,6,3.17,17888,15385
1/24/2018,7,32.59,18949,16783
1/24/2018,8,74.68,20316,18337
1/24/2018,9,40.63,19919,18538
1/24/2018,10,40.16,19551,18273
1/24/2018,11,38.57,18973,17837
1/24/2018,12,37.4,19030,17590
1/24/2018,13,30.06,18953,17175
1/24/2018,14,25.65,19060,16951
1/24/2018,15,13.35,19311,17038
1/24/2018,16,21.2,18964,17471
1/24/2018,17,29.76,19882,18504
1/24/2018,18,49.44,21468,19593
1/24/2018,19,43.92,21442,19659
1/24/2018,20,46.59,21320,19631
1/24/2018,21,59.21,21127,19332
1/24/2018,22,37.17,19996,18651
1/24/2018,23,32.35,18707,17542
1/24/2018,24,40.09,18043,16530
1/25/2018,1,87.19,17456,15976
1/25/2018,2,36.57,17430,15630
1/25/2018,3,36.66,17354,15397
1/25/2018,4,20.42,17405,15382
1/25/2018,5,13.32,17482,15476
1/25/2018,6,9.54,17244,16063
1/25/2018,7,24.92,18258,17376
1/25/2018,8,46.32,19636,18929
1/25/2018,9,45.19,20185,18965
1/25/2018,10,38.91,20212,18562
1/25/2018,11,35.67,19964,18279
1/25/2018,12,27.73,19689,18006
1/25/2018,13,32.75,19506,17790
1/25/2018,14,25.17,19838,17884
1/25/2018,15,35.97,20197,18149
1/25/2018,16,33.55,20022,18493
1/25/2018,17,45.29,20868,19164
1/25/2018,18,50.28,21757,19999
1/25/2018,19,47.19,21481,19912
1/25/2018,20,42.69,20839,19596
1/25/2018,21,42.56,20397,19170
1/25/2018,22,39.41,19602,18495
1/25/2018,23,37.31,18403,17404
1/25/2018,24,29.91,18171,16290
1/26/2018,1,12.2,17998,15521
1/26/2018,2,7.37,17633,15045
1/26/2018,3,4.73,17421,14808
1/26/2018,4,3.76,17322,14692
1/26/2018,5,0.5,17432,14815
1/26/2018,6,0.5,18062,15318
1/26/2018,7,32.5,19436,16457
1/26/2018,8,47.24,20213,17872
1/26/2018,9,37.77,20554,17854
1/26/2018,10,13.36,19245,17434
1/26/2018,11,10.96,19221,16912
1/26/2018,12,12.74,19008,16476
1/26/2018,13,0.49,18856,16209
1/26/2018,14,0,18565,15907
1/26/2018,15,0,18559,15951
1/26/2018,16,0,19089,16234
1/26/2018,17,4.43,19795,17028
1/26/2018,18,5.78,20543,17907
1/26/2018,19,10.32,20791,18107
1/26/2018,20,13.34,20515,18028
1/26/2018,21,5.3,20587,17702
1/26/2018,22,0,19705,16921
1/26/2018,23,2.73,18545,15835
1/26/2018,24,0,17619,14645
1/27/2018,1,0,16960,13825
1/27/2018,2,-0.06,16371,13253
1/27/2018,3,-0.33,16109,12955
1/27/2018,4,-3,15899,12723
1/27/2018,5,-3,15799,12637
1/27/2018,6,-0.03,16076,12904
1/27/2018,7,0,16707,13502
1/27/2018,8,0,17409,14357
1/27/2018,9,0,18240,14959
1/27/2018,10,1.11,18613,15490
1/27/2018,11,5.19,18919,15833
1/27/2018,12,8.48,18925,15889
1/27/2018,13,13.33,18863,15750
1/27/2018,14,13.35,18755,15641
1/27/2018,15,0,18437,15604
1/27/2018,16,0,18462,15809
1/27/2018,17,0,18886,16226
1/27/2018,18,0,19529,16864
1/27/2018,19,0,19386,16733
1/27/2018,20,0,19175,16572
1/27/2018,21,0.52,18477,15923
1/27/2018,22,2,18052,15335
1/27/2018,23,0.96,17586,14572
1/27/2018,24,0,16912,13862
1/28/2018,1,0,15906,13249
1/28/2018,2,0,15710,12855
1/28/2018,3,0,15542,12567
1/28/2018,4,0,15344,12453
1/28/2018,5,0,15425,12566
1/28/2018,6,7.75,15715,12892
1/28/2018,7,9.98,15978,13428
1/28/2018,8,13.34,16494,13994
1/28/2018,9,4.8,16512,14371
1/28/2018,10,-2.25,16939,14565
1/28/2018,11,-0.5,17067,14524
1/28/2018,12,2.97,17077,14664
1/28/2018,13,13.66,17675,14836
1/28/2018,14,9.98,17958,15079
1/28/2018,15,8.75,17918,15105
1/28/2018,16,5.64,18216,15426
1/28/2018,17,20.21,19201,16451
1/28/2018,18,32.75,19832,17483
1/28/2018,19,34.45,20102,17761
1/28/2018,20,31.25,19726,17399
1/28/2018,21,23.66,19204,16994
1/28/2018,22,24.06,18857,16365
1/28/2018,23,8.4,17896,15572
1/28/2018,24,13.67,17068,14650
1/29/2018,1,18.53,16969,14348
1/29/2018,2,14.38,16490,13838
1/29/2018,3,14.34,16403,13726
1/29/2018,4,8.77,16336,13636
1/29/2018,5,0.41,16477,13819
1/29/2018,6,2.7,17119,14475
1/29/2018,7,20.41,18040,15910
1/29/2018,8,40.21,19629,17574
1/29/2018,9,39.8,19426,17734
1/29/2018,10,36.59,19440,17714
1/29/2018,11,35.93,19667,17599
1/29/2018,12,20.75,19646,17465
1/29/2018,13,14.37,19431,17254
1/29/2018,14,19.79,19450,17293
1/29/2018,15,12.87,20022,17369
1/29/2018,16,14.36,20126,17648
1/29/2018,17,19.3,21067,18474
1/29/2018,18,28.66,21756,19208
1/29/2018,19,30.54,21929,19400
1/29/2018,20,35.91,21755,19222
1/29/2018,21,14.37,21110,18874
1/29/2018,22,21.36,20150,18106
1/29/2018,23,20.37,19270,16995
1/29/2018,24,2.23,18482,15937
1/30/2018,1,1.45,17852,15353
1/30/2018,2,5.43,17499,14874
1/30/2018,3,2.9,17275,14653
1/30/2018,4,0,17301,14635
1/30/2018,5,0,17454,14799
1/30/2018,6,0,18172,15554
1/30/2018,7,29.06,20160,17004
1/30/2018,8,41.29,21906,18453
1/30/2018,9,40.71,21809,18656
1/30/2018,10,38.84,21828,18661
1/30/2018,11,36.54,21180,18439
1/30/2018,12,35.67,21024,18304
1/30/2018,13,37.28,20725,18058
1/30/2018,14,30.45,20717,17942
1/30/2018,15,31.88,20290,17766
1/30/2018,16,30.98,20762,18005
1/30/2018,17,42.47,21601,18679
1/30/2018,18,55.88,22759,19696
1/30/2018,19,58.73,23100,20202
1/30/2018,20,47.47,22850,20097
1/30/2018,21,44.8,22209,19626
1/30/2018,22,41.51,21446,18892
1/30/2018,23,56.11,20073,17807
1/30/2018,24,21.67,18835,16662
1/31/2018,1,19.77,18582,16133
1/31/2018,2,14.38,18333,15715
1/31/2018,3,14.35,18140,15563
1/31/2018,4,0.81,17959,15371
1/31/2018,5,0,17907,15290
1/31/2018,6,0,18734,15762
1/31/2018,7,8.94,20676,17040
1/31/2018,8,36.31,22088,18225
1/31/2018,9,37.28,22371,18460
1/31/2018,10,38.32,22222,18386
1/31/2018,11,37.98,22069,18572
1/31/2018,12,35.44,21808,18665
1/31/2018,13,35.81,21746,18563
1/31/2018,14,34.69,21245,18395
1/31/2018,15,3.97,21030,18079
1/31/2018,16,10.61,21254,17903
1/31/2018,17,33.94,22209,18503
1/31/2018,18,36.46,23001,19243
1/31/2018,19,36.42,23029,19295
1/31/2018,20,42.7,22827,19171
1/31/2018,21,37.12,22236,18765
1/31/2018,22,32.54,20776,17921
1/31/2018,23,12.24,19373,16799
